Wall time,Step,Value
1568055330.0278711,738,0.3269999921321869
1568055733.014865,1476,0.36500000953674316
1568056134.2049682,2214,0.4569999873638153
1568056537.939023,2952,0.5019999742507935
1568056937.416012,3690,0.4830000102519989
1568057336.7000299,4428,0.5550000071525574
1568057768.3977873,5166,0.546999990940094
1568058434.201404,5904,0.5619999766349792
1568058944.414046,6642,0.5389999747276306
1568059620.6258998,7380,0.5049999952316284
1568060294.7757137,8118,0.5799999833106995
1568060968.8424294,8856,0.5709999799728394
1568061639.4076846,9594,0.5820000171661377
1568062312.9291208,10332,0.6010000109672546
1568062986.2224112,11070,0.5799999833106995
1568063654.3332117,11808,0.5920000076293945
1568064324.37533,12546,0.5799999833106995
1568064995.7473695,13284,0.5709999799728394
1568065664.5529282,14022,0.5820000171661377
1568066335.8931952,14760,0.593999981880188
1568067008.4732964,15498,0.6029999852180481
1568067681.0922716,16236,0.5989999771118164
1568068354.7459693,16974,0.597000002861023
1568069023.0389183,17712,0.5979999899864197
1568069694.1103895,18450,0.5960000157356262
1568070361.9723284,19188,0.597000002861023
1568071032.9346254,19926,0.5960000157356262
1568071700.3002055,20664,0.5960000157356262
1568072370.4278193,21402,0.5960000157356262
1568073038.9752417,22140,0.5960000157356262
