Wall time,Step,Value
1568004824.9378245,738,0.4320000112056732
1568005911.6556363,1476,0.5299999713897705
1568007004.479741,2214,0.5099999904632568
1568008091.5745044,2952,0.5450000166893005
1568009174.89243,3690,0.5860000252723694
1568010256.565485,4428,0.5680000185966492
1568011339.2620134,5166,0.5730000138282776
1568012418.3976343,5904,0.5979999899864197
1568013501.8778532,6642,0.5770000219345093
1568014586.115414,7380,0.6029999852180481
1568015669.5074263,8118,0.6039999723434448
1568016755.2752345,8856,0.5849999785423279
1568017835.9218276,9594,0.6000000238418579
1568018967.9136214,10332,0.5879999995231628
1568020084.6040237,11070,0.5580000281333923
1568021170.199087,11808,0.5740000009536743
1568022261.6061633,12546,0.5830000042915344
1568023344.607045,13284,0.6060000061988831
1568024424.56124,14022,0.5950000286102295
1568025508.3708665,14760,0.609000027179718
1568026595.1918113,15498,0.6159999966621399
1568027675.5894175,16236,0.6119999885559082
1568028774.7089782,16974,0.6110000014305115
1568029848.444574,17712,0.6169999837875366
1568030924.9852529,18450,0.6140000224113464
1568032001.523163,19188,0.6110000014305115
1568033083.3998706,19926,0.6110000014305115
1568034163.860586,20664,0.6100000143051147
1568035257.6436012,21402,0.6100000143051147
1568036346.7832808,22140,0.609000027179718
