Wall time,Step,Value
1568090832.1764421,738,0.40700000524520874
1568092041.538069,1476,0.4909999966621399
1568093250.2476454,2214,0.4959999918937683
1568094457.2182825,2952,0.5559999942779541
1568095661.4454522,3690,0.6050000190734863
1568096867.0000756,4428,0.597000002861023
1568098072.0179422,5166,0.6000000238418579
1568099285.0616941,5904,0.6039999723434448
1568100584.6642492,6642,0.6159999966621399
1568101786.9241486,7380,0.6169999837875366
1568102992.1791801,8118,0.597000002861023
1568104197.9506793,8856,0.5899999737739563
1568105398.9876657,9594,0.6019999980926514
1568106600.9000213,10332,0.5979999899864197
1568107805.681608,11070,0.5820000171661377
1568109024.1967747,11808,0.5989999771118164
1568110230.459405,12546,0.5870000123977661
1568111441.3688078,13284,0.5920000076293945
1568112650.8308074,14022,0.5860000252723694
1568113861.0944715,14760,0.5870000123977661
1568115072.3647664,15498,0.6010000109672546
1568116293.313373,16236,0.5979999899864197
1568117510.658566,16974,0.597000002861023
1568118721.291089,17712,0.5960000157356262
1568119933.9247472,18450,0.593999981880188
1568121141.5924423,19188,0.593999981880188
1568122346.0330732,19926,0.593999981880188
1568123553.9046378,20664,0.5950000286102295
1568124761.1766498,21402,0.5950000286102295
1568125972.5966003,22140,0.5929999947547913
