Wall time,Step,Value
1568090832.1765752,738,0.31200000643730164
1568092041.538253,1476,0.41200000047683716
1568093250.247787,2214,0.41999998688697815
1568094457.2184238,2952,0.4729999899864197
1568095661.4455886,3690,0.5059999823570251
1568096867.0002155,4428,0.515999972820282
1568098072.0180767,5166,0.5120000243186951
1568099285.061837,5904,0.5049999952316284
1568100584.6643867,6642,0.5180000066757202
1568101786.924333,7380,0.5139999985694885
1568102992.179312,8118,0.5170000195503235
1568104197.9508188,8856,0.48500001430511475
1568105398.987802,9594,0.5230000019073486
1568106600.900157,10332,0.515999972820282
1568107805.681741,11070,0.49000000953674316
1568109024.19691,11808,0.5260000228881836
1568110230.4595442,12546,0.47999998927116394
1568111441.3689456,13284,0.5080000162124634
1568112650.8309803,14022,0.49000000953674316
1568113861.0946078,14760,0.5099999904632568
1568115072.3648999,15498,0.5090000033378601
1568116293.3135107,16236,0.5009999871253967
1568117510.6587029,16974,0.5040000081062317
1568118721.2912278,17712,0.5090000033378601
1568119933.924894,18450,0.5040000081062317
1568121141.592577,19188,0.49900001287460327
1568122346.0332057,19926,0.5019999742507935
1568123553.9047794,20664,0.5009999871253967
1568124761.1767864,21402,0.5
1568125972.5967362,22140,0.5
