Wall time,Step,Value
1568004824.9379973,738,0.5009999871253967
1568005911.6558053,1476,0.6150000095367432
1568007004.4799304,2214,0.5849999785423279
1568008091.574666,2952,0.6060000061988831
1568009174.8926065,3690,0.6769999861717224
1568010256.5656571,4428,0.6790000200271606
1568011339.2621963,5166,0.652999997138977
1568012418.3978112,5904,0.6890000104904175
1568013501.878053,6642,0.6710000038146973
1568014586.1156378,7380,0.6930000185966492
1568015669.5075867,8118,0.7009999752044678
1568016755.2754002,8856,0.6830000281333923
1568017835.9220207,9594,0.6779999732971191
1568018967.9138322,10332,0.6620000004768372
1568020084.6041763,11070,0.6639999747276306
1568021170.1992571,11808,0.6520000100135803
1568022261.606335,12546,0.6610000133514404
1568023344.6072192,13284,0.6809999942779541
1568024424.5614429,14022,0.6830000281333923
1568025508.3710527,14760,0.6859999895095825
1568026595.1919787,15498,0.6930000185966492
1568027675.5896497,16236,0.6890000104904175
1568028774.709135,16974,0.6880000233650208
1568029848.4447405,17712,0.7020000219345093
1568030924.9854088,18450,0.6949999928474426
1568032001.52335,19188,0.6940000057220459
1568033083.4000528,19926,0.6940000057220459
1568034163.8607616,20664,0.6930000185966492
1568035257.6437771,21402,0.6930000185966492
1568036346.7834601,22140,0.6919999718666077
