Wall time,Step,Value
1568145422.416432,738,0.7039999961853027
1568146747.914824,1476,0.8289999961853027
1568148015.9402382,2214,0.8240000009536743
1568149282.7310803,2952,0.8420000076293945
1568150565.8495963,3690,0.8399999737739563
1568151844.0416603,4428,0.8180000185966492
1568153116.3900707,5166,0.8289999961853027
1568154403.335686,5904,0.777999997138977
1568155683.017182,6642,0.8320000171661377
1568156949.7610009,7380,0.8299999833106995
1568158226.229054,8118,0.8510000109672546
1568159515.0726967,8856,0.8299999833106995
1568160778.4247396,9594,0.8669999837875366
1568161984.6795864,10332,0.8299999833106995
1568163243.592348,11070,0.8420000076293945
1568164515.9900026,11808,0.8190000057220459
1568165777.7056186,12546,0.781000018119812
1568167044.6108494,13284,0.8410000205039978
1568168272.6051495,14022,0.8159999847412109
1568169503.5968952,14760,0.8330000042915344
1568170772.4618218,15498,0.8629999756813049
1568172030.600904,16236,0.8320000171661377
1568173294.477527,16974,0.8579999804496765
1568174542.9066029,17712,0.8389999866485596
1568175754.82428,18450,0.8320000171661377
1568177013.4820554,19188,0.8360000252723694
1568178272.1059632,19926,0.8320000171661377
1568179529.190067,20664,0.8330000042915344
1568180789.9803855,21402,0.8519999980926514
1568181993.1883214,22140,0.8569999933242798
