Wall time,Step,Value
1568090832.176621,738,0.7850000262260437
1568092041.538299,1476,0.7559999823570251
1568093250.247832,2214,0.8100000023841858
1568094457.21847,2952,0.7179999947547913
1568095661.445635,3690,0.8700000047683716
1568096867.0002627,4428,0.8619999885559082
1568098072.0181215,5166,0.8790000081062317
1568099285.0618823,5904,0.8600000143051147
1568100584.6644337,6642,0.8650000095367432
1568101786.9243808,7380,0.8600000143051147
1568102992.1793568,8118,0.8659999966621399
1568104197.9508636,8856,0.8820000290870667
1568105398.987847,9594,0.8529999852180481
1568106600.9002032,10332,0.8560000061988831
1568107805.6817868,11070,0.8610000014305115
1568109024.1969543,11808,0.8740000128746033
1568110230.4595897,12546,0.8519999980926514
1568111441.368991,13284,0.8489999771118164
1568112650.8310277,14022,0.8429999947547913
1568113861.0946543,14760,0.8569999933242798
1568115072.3649445,15498,0.8659999966621399
1568116293.3135567,16236,0.8640000224113464
1568117510.6587474,16974,0.8880000114440918
1568118721.2912726,17712,0.8809999823570251
1568119933.9249413,18450,0.8870000243186951
1568121141.5926218,19188,0.8880000114440918
1568122346.0332499,19926,0.8889999985694885
1568123553.904825,20664,0.8880000114440918
1568124761.1768312,21402,0.8880000114440918
1568125972.596781,22140,0.8880000114440918
