Wall time,Step,Value
1568004824.9379191,738,0.6399999856948853
1568005911.6557271,1476,0.7670000195503235
1568007004.4798474,2214,0.7609999775886536
1568008091.5745912,2952,0.7910000085830688
1568009174.8925261,3690,0.828000009059906
1568010256.5655806,4428,0.8220000267028809
1568011339.2621136,5166,0.828000009059906
1568012418.3977306,5904,0.8519999980926514
1568013501.8779683,6642,0.8289999961853027
1568014586.1155047,7380,0.8550000190734863
1568015669.5075097,8118,0.8349999785423279
1568016755.275322,8856,0.8180000185966492
1568017835.9219317,9594,0.8510000109672546
1568018967.9137561,10332,0.847000002861023
1568020084.604102,11070,0.7879999876022339
1568021170.1991801,11808,0.8370000123977661
1568022261.6062555,12546,0.8360000252723694
1568023344.6071439,13284,0.8569999933242798
1568024424.5613625,14022,0.8429999947547913
1568025508.3709662,14760,0.8569999933242798
1568026595.1919017,15498,0.8539999723434448
1568027675.5895703,16236,0.8510000109672546
1568028774.70906,16974,0.8500000238418579
1568029848.4446642,17712,0.8479999899864197
1568030924.9853332,18450,0.8560000061988831
1568032001.5232623,19188,0.8489999771118164
1568033083.3999755,19926,0.8450000286102295
1568034163.860681,20664,0.8460000157356262
1568035257.6436973,21402,0.8460000157356262
1568036346.7833793,22140,0.8460000157356262
