Wall time,Step,Value
1568145422.4163136,738,0.6449999809265137
1568146747.91471,1476,0.7310000061988831
1568148015.940133,2214,0.7509999871253967
1568149282.7309747,2952,0.8100000023841858
1568150565.849496,3690,0.8190000057220459
1568151844.0415587,4428,0.8119999766349792
1568153116.3899658,5166,0.8090000152587891
1568154403.3355677,5904,0.8309999704360962
1568155683.0169132,6642,0.8330000042915344
1568156949.7608685,7380,0.8429999947547913
1568158226.2289524,8118,0.8259999752044678
1568159515.0725935,8856,0.8399999737739563
1568160778.4246392,9594,0.8389999866485596
1568161984.6794803,10332,0.8450000286102295
1568163243.59225,11070,0.8299999833106995
1568164515.9899065,11808,0.8429999947547913
1568165777.7055182,12546,0.8330000042915344
1568167044.6107004,13284,0.8259999752044678
1568168272.6050491,14022,0.8410000205039978
1568169503.596791,14760,0.8270000219345093
1568170772.461722,15498,0.8479999899864197
1568172030.600804,16236,0.8510000109672546
1568173294.4774258,16974,0.8429999947547913
1568174542.9065032,17712,0.8500000238418579
1568175754.8241813,18450,0.8460000157356262
1568177013.4819064,19188,0.8460000157356262
1568178272.105866,19926,0.8450000286102295
1568179529.1899633,20664,0.843999981880188
1568180789.980284,21402,0.8450000286102295
1568181993.1881802,22140,0.8460000157356262
